,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
420,"得到 教学 单位 大力支持 西安交大 教学 管理人员 教学实验 人员 交流
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,1.0,False
421,"培训 参训 人员 纷纷表示 获益 颇丰 师德师风 教学管理 理念 实务 个人 综合 素质 发展 得到 提升
",0,0_党纪_学习_党员_师德师风建设,"['党纪', '学习', '党员', '师德师风建设', '教育', '政治', '党的纪律', '教师', '学院', '党支部']","['党纪 学习 教育 西安交通大学 认真 党中央 决策 部署 扎实 有序 党纪 学习 教育 提升 党员 个人修养 教师 师德师风 更高\n', '党纪 学习 师德师风 教育 交流 探讨 教师 党纪 理解 师德师风建设 重要性\n', '人工智能 学院 党纪 学习 师德师风 教育\n']",党纪 - 学习 - 党员 - 师德师风建设 - 教育 - 政治 - 党的纪律 - 教师 - 学院 - 党支部,0.834144476878848,False
422,"西安交大 案例 入选 教育部 高校教师 发展 中心 建设 优秀 案例
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,1.0,False
423,"近日 教育部 教育 质量 评估 中心 公布 全国 高校教师 发展 中心 建设 优秀 案例 评选 西安交通大学 阶段 递进 教师 教学 培养 体系 打造 一流 师资队伍 一流 区域 教育 共同体 一流 资源共享 共用 两项 案例 入选 单项 案例
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,1.0,False
424,"案例 相关 编入 全国 高校教师 发展 中心 建设 优秀 案例 汇编
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,1.0,False
425,"据悉 案例 收到 全国 省级 行政区 余所 高校 案例
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,1.0,False
426,"专家 把关 遴选出 高校 优秀 案例
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,1.0,False
427,"案例
",14,14_领导_其身_大道_常榕,"['领导', '其身', '大道', '常榕', '其身正', '孔子', '虽令', '师德为', '欲知', '三人']","['欲知 大道\n', '其身 虽令\n', '孔子 其身正\n']",领导 - 其身 - 大道 - 常榕 - 其身正 - 孔子 - 虽令 - 师德为 - 欲知 - 三人,1.0,False
428,"阶段 递进
",10,10_培养_阶段_精准_教学,"['培养', '阶段', '精准', '教学', '培训', '定制', '教师', '体系', '个性', '模式']","['教师 教学 培养 体系\n', '集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式\n', '教师 培养 体系 阶段 培训 聚焦 青年教师 从入 职到 三尺 讲台 实施 集中 培训 专题研究 个性 定制 精准 指导 培养 模式 注重 夯实 教师 政治素质 教育 教学 能力 两项 基础\n']",培养 - 阶段 - 精准 - 教学 - 培训 - 定制 - 教师 - 体系 - 个性 - 模式,1.0,False
429,"教师 教学 培养 体系
",10,10_培养_阶段_精准_教学,"['培养', '阶段', '精准', '教学', '培训', '定制', '教师', '体系', '个性', '模式']","['教师 教学 培养 体系\n', '集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式\n', '教师 培养 体系 阶段 培训 聚焦 青年教师 从入 职到 三尺 讲台 实施 集中 培训 专题研究 个性 定制 精准 指导 培养 模式 注重 夯实 教师 政治素质 教育 教学 能力 两项 基础\n']",培养 - 阶段 - 精准 - 教学 - 培训 - 定制 - 教师 - 体系 - 个性 - 模式,1.0,True
430,"打造 一流 师资队伍
",10,10_培养_阶段_精准_教学,"['培养', '阶段', '精准', '教学', '培训', '定制', '教师', '体系', '个性', '模式']","['教师 教学 培养 体系\n', '集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式\n', '教师 培养 体系 阶段 培训 聚焦 青年教师 从入 职到 三尺 讲台 实施 集中 培训 专题研究 个性 定制 精准 指导 培养 模式 注重 夯实 教师 政治素质 教育 教学 能力 两项 基础\n']",培养 - 阶段 - 精准 - 教学 - 培训 - 定制 - 教师 - 体系 - 个性 - 模式,0.7350774639497585,False
431,"简介 西安交通大学 教师 教学 发展 中心 秉承 立德 品质 为先 本强基 传承 创新 砥砺 奋进 追求 卓越 教师 培养 理念 阶段 递进 教师 教学 培养 体系
",11,11_发展_学院_研究生_学生,"['发展', '学院', '研究生', '学生', '人才培养', '院长', '引导', '高质量', '学术', '质量']","['旭光 研究生 导师 承担 教书育人 重任 更要 注重 学生 之间 心灵 交流 有效 沟通 努力 研究生 和谐 积极 学习 环境 学术 成长 职业 发展 坚实 引导\n', '申胜平 院长 指出 师德师风建设 培养 高素质 教师队伍 立德 根本任务 关键 学院 人才队伍 建设 过程 中要 积极 引导 教师 践行 西迁 正气 勇担 使命 课程 思政 建设 学科 特色 凝练 互促 互融 学院 高质量 发展\n', '会上 学院 院长 杨铁林 李剑君 林敏 书记 苏翔 汇报 分管 师德师风 问题 引导 教师 立德 根本任务 恪守 学术 道德 学术 规范 学生 培养 过程 管理 正确处理 导学 掌握 学生 高效 沟通 方法 合力 培养 德智体美 发展 交大 优秀 学子\n']",发展 - 学院 - 研究生 - 学生 - 人才培养 - 院长 - 引导 - 高质量 - 学术 - 质量,1.0,False
432,"体系 获得 国家级 教学 成果 二等奖
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,1.0,False
433,"创新
",14,14_领导_其身_大道_常榕,"['领导', '其身', '大道', '常榕', '其身正', '孔子', '虽令', '师德为', '欲知', '三人']","['欲知 大道\n', '其身 虽令\n', '孔子 其身正\n']",领导 - 其身 - 大道 - 常榕 - 其身正 - 孔子 - 虽令 - 师德为 - 欲知 - 三人,1.0,False
434,"探索 制度化 教师 教学 培养 体系
",10,10_培养_阶段_精准_教学,"['培养', '阶段', '精准', '教学', '培训', '定制', '教师', '体系', '个性', '模式']","['教师 教学 培养 体系\n', '集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式\n', '教师 培养 体系 阶段 培训 聚焦 青年教师 从入 职到 三尺 讲台 实施 集中 培训 专题研究 个性 定制 精准 指导 培养 模式 注重 夯实 教师 政治素质 教育 教学 能力 两项 基础\n']",培养 - 阶段 - 精准 - 教学 - 培训 - 定制 - 教师 - 体系 - 个性 - 模式,1.0,False
435,"培养目标 单一 模糊 定位 阶段 明晰
",10,10_培养_阶段_精准_教学,"['培养', '阶段', '精准', '教学', '培训', '定制', '教师', '体系', '个性', '模式']","['教师 教学 培养 体系\n', '集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式\n', '教师 培养 体系 阶段 培训 聚焦 青年教师 从入 职到 三尺 讲台 实施 集中 培训 专题研究 个性 定制 精准 指导 培养 模式 注重 夯实 教师 政治素质 教育 教学 能力 两项 基础\n']",培养 - 阶段 - 精准 - 教学 - 培训 - 定制 - 教师 - 体系 - 个性 - 模式,1.0,False
436,"培养 内容 教学 技能 育人 能力 提升
",10,10_培养_阶段_精准_教学,"['培养', '阶段', '精准', '教学', '培训', '定制', '教师', '体系', '个性', '模式']","['教师 教学 培养 体系\n', '集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式\n', '教师 培养 体系 阶段 培训 聚焦 青年教师 从入 职到 三尺 讲台 实施 集中 培训 专题研究 个性 定制 精准 指导 培养 模式 注重 夯实 教师 政治素质 教育 教学 能力 两项 基础\n']",培养 - 阶段 - 精准 - 教学 - 培训 - 定制 - 教师 - 体系 - 个性 - 模式,1.0,False
437,"培养 方法 简单 统一 个性 定制 精准 指导
",10,10_培养_阶段_精准_教学,"['培养', '阶段', '精准', '教学', '培训', '定制', '教师', '体系', '个性', '模式']","['教师 教学 培养 体系\n', '集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式\n', '教师 培养 体系 阶段 培训 聚焦 青年教师 从入 职到 三尺 讲台 实施 集中 培训 专题研究 个性 定制 精准 指导 培养 模式 注重 夯实 教师 政治素质 教育 教学 能力 两项 基础\n']",培养 - 阶段 - 精准 - 教学 - 培训 - 定制 - 教师 - 体系 - 个性 - 模式,1.0,False
438,"培养 过程 零散 无序 系统 整合 逐级 提升
",10,10_培养_阶段_精准_教学,"['培养', '阶段', '精准', '教学', '培训', '定制', '教师', '体系', '个性', '模式']","['教师 教学 培养 体系\n', '集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式\n', '教师 培养 体系 阶段 培训 聚焦 青年教师 从入 职到 三尺 讲台 实施 集中 培训 专题研究 个性 定制 精准 指导 培养 模式 注重 夯实 教师 政治素质 教育 教学 能力 两项 基础\n']",培养 - 阶段 - 精准 - 教学 - 培训 - 定制 - 教师 - 体系 - 个性 - 模式,1.0,False
439,"集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式
",10,10_培养_阶段_精准_教学,"['培养', '阶段', '精准', '教学', '培训', '定制', '教师', '体系', '个性', '模式']","['教师 教学 培养 体系\n', '集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式\n', '教师 培养 体系 阶段 培训 聚焦 青年教师 从入 职到 三尺 讲台 实施 集中 培训 专题研究 个性 定制 精准 指导 培养 模式 注重 夯实 教师 政治素质 教育 教学 能力 两项 基础\n']",培养 - 阶段 - 精准 - 教学 - 培训 - 定制 - 教师 - 体系 - 个性 - 模式,1.0,True
440,"不同 形式 集中 培训 专题研究 师德师风 培育 夯实 教学 基本功
",10,10_培养_阶段_精准_教学,"['培养', '阶段', '精准', '教学', '培训', '定制', '教师', '体系', '个性', '模式']","['教师 教学 培养 体系\n', '集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式\n', '教师 培养 体系 阶段 培训 聚焦 青年教师 从入 职到 三尺 讲台 实施 集中 培训 专题研究 个性 定制 精准 指导 培养 模式 注重 夯实 教师 政治素质 教育 教学 能力 两项 基础\n']",培养 - 阶段 - 精准 - 教学 - 培训 - 定制 - 教师 - 体系 - 个性 - 模式,1.0,False
441,"教师 特点 发展 需求 量身 定制 培养 方案 精准 分析 精准 指导
",10,10_培养_阶段_精准_教学,"['培养', '阶段', '精准', '教学', '培训', '定制', '教师', '体系', '个性', '模式']","['教师 教学 培养 体系\n', '集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式\n', '教师 培养 体系 阶段 培训 聚焦 青年教师 从入 职到 三尺 讲台 实施 集中 培训 专题研究 个性 定制 精准 指导 培养 模式 注重 夯实 教师 政治素质 教育 教学 能力 两项 基础\n']",培养 - 阶段 - 精准 - 教学 - 培训 - 定制 - 教师 - 体系 - 个性 - 模式,1.0,False
442,"高水平 师资 培训 专家 队伍 基层 教师 教学 发展 组织
",-1,-1_教学_教师_发展_课程,"['教学', '教师', '发展', '课程', '学院', '思政', '建设', '教育', '交大', '中心']","['相继 化学 学院 课程 思政 建设 规划 化学 学院 课程 思政 竞赛 办法 化学 学院 课程 思政 授课 规范 化学 学院 课程 思政 授课 培训 办法 文件\n', '教师 教学 发展 中心 守正 创新 回答 培养 教师 培养 教师 问题 踔厉奋发 高水平 一流 教师 教学 发展 学校 教育 教学改革 教师队伍 建设\n', '西安交大 教师 教学 发展 中心 以下 简称 中心 秉承 培育 大国 良师 提升 教学质量 初心 教师 教学 发展 规律 学校 实际 相结合 政治 引领 科学 体系 深入开展 理论 研究 努力 拓展 领域 发挥 国家级 示范 中心 示范 辐射 持续 探索 交大 特色 教师 教学 发展\n']",教学 - 教师 - 发展 - 课程 - 学院 - 思政 - 建设 - 教育 - 交大 - 中心,0.0,False
443,"组建 稳定 高水平 师资 培训 队伍 紧跟 教学改革 趋势 教师 教学 发展
",-1,-1_教学_教师_发展_课程,"['教学', '教师', '发展', '课程', '学院', '思政', '建设', '教育', '交大', '中心']","['相继 化学 学院 课程 思政 建设 规划 化学 学院 课程 思政 竞赛 办法 化学 学院 课程 思政 授课 规范 化学 学院 课程 思政 授课 培训 办法 文件\n', '教师 教学 发展 中心 守正 创新 回答 培养 教师 培养 教师 问题 踔厉奋发 高水平 一流 教师 教学 发展 学校 教育 教学改革 教师队伍 建设\n', '西安交大 教师 教学 发展 中心 以下 简称 中心 秉承 培育 大国 良师 提升 教学质量 初心 教师 教学 发展 规律 学校 实际 相结合 政治 引领 科学 体系 深入开展 理论 研究 努力 拓展 领域 发挥 国家级 示范 中心 示范 辐射 持续 探索 交大 特色 教师 教学 发展\n']",教学 - 教师 - 发展 - 课程 - 学院 - 思政 - 建设 - 教育 - 交大 - 中心,0.0,False
444,"设立 名师 工作室 教发 分中心 基层组织 深入开展 奠定 基础
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,1.0,False
445,"师德师风建设 教师 教学 培训 融合 培养 模式
",10,10_培养_阶段_精准_教学,"['培养', '阶段', '精准', '教学', '培训', '定制', '教师', '体系', '个性', '模式']","['教师 教学 培养 体系\n', '集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式\n', '教师 培养 体系 阶段 培训 聚焦 青年教师 从入 职到 三尺 讲台 实施 集中 培训 专题研究 个性 定制 精准 指导 培养 模式 注重 夯实 教师 政治素质 教育 教学 能力 两项 基础\n']",培养 - 阶段 - 精准 - 教学 - 培训 - 定制 - 教师 - 体系 - 个性 - 模式,1.0,False
446,"教学 培训 师德师风 培育 阵地 培训 西迁 大学 宣讲 教育 延安 井冈山 浸入 培训
",15,15_教学_培训_教师_名师,"['教学', '培训', '教师', '名师', '培养', '数字化', '后备', '带动', '提升', '教育']","['系列 浸入 培训 延安 举办 新入 教师 教学 培训班 井冈山 红色 教育 基地 举办 后备 教学 名师 思政课 教师 政治 教育 培训班\n', '新入 教师 培训 申请 开课 教师 培训 开课 教师 教学 培训 骨干教师 教学 能力 提升 培养 后备 教学 名师 培养 阶段 递进 交大 特色 教师 教学 培养 体系\n', '教师 教学 发展 中心 主任 高洋 从以 师德师风 培育 引领 教师 教学 发展 阶段 递进 教师 教学 培养 体系 教师 师德师风 培育 沉浸 培训 模式 提升 后备 教学 名师 培训 成效 汇报 中心 相关 情况\n']",教学 - 培训 - 教师 - 名师 - 培养 - 数字化 - 后备 - 带动 - 提升 - 教育,1.0,False
447,"联合 名师 工作室 策划 组织 课程 思政 系列 培训 覆盖 全校 二级 教学 单位
",-1,-1_教学_教师_发展_课程,"['教学', '教师', '发展', '课程', '学院', '思政', '建设', '教育', '交大', '中心']","['相继 化学 学院 课程 思政 建设 规划 化学 学院 课程 思政 竞赛 办法 化学 学院 课程 思政 授课 规范 化学 学院 课程 思政 授课 培训 办法 文件\n', '教师 教学 发展 中心 守正 创新 回答 培养 教师 培养 教师 问题 踔厉奋发 高水平 一流 教师 教学 发展 学校 教育 教学改革 教师队伍 建设\n', '西安交大 教师 教学 发展 中心 以下 简称 中心 秉承 培育 大国 良师 提升 教学质量 初心 教师 教学 发展 规律 学校 实际 相结合 政治 引领 科学 体系 深入开展 理论 研究 努力 拓展 领域 发挥 国家级 示范 中心 示范 辐射 持续 探索 交大 特色 教师 教学 发展\n']",教学 - 教师 - 发展 - 课程 - 学院 - 思政 - 建设 - 教育 - 交大 - 中心,0.0,False
448,"成效 教师 培养 覆盖 贯穿 成长 全过程 教师 教学 发展 积极性 显著 教学 能力 提升
",10,10_培养_阶段_精准_教学,"['培养', '阶段', '精准', '教学', '培训', '定制', '教师', '体系', '个性', '模式']","['教师 教学 培养 体系\n', '集中 培训 专题研究 个性 定制 精准 指导 教师 教学 培养 模式\n', '教师 培养 体系 阶段 培训 聚焦 青年教师 从入 职到 三尺 讲台 实施 集中 培训 专题研究 个性 定制 精准 指导 培养 模式 注重 夯实 教师 政治素质 教育 教学 能力 两项 基础\n']",培养 - 阶段 - 精准 - 教学 - 培训 - 定制 - 教师 - 体系 - 个性 - 模式,0.8267369352647329,False
449,"西安交大 三届 全国 高校教师 教学 创新 大赛 中获 一等奖 总数 部属 高校
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,1.0,False
450,"第五届 全国 高校 青年教师 教学 竞赛 荣获 一等奖 二等奖 获奖 名次 位居 全国 第三
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,1.0,False
451,"案例 一流 区域 教育 共同体
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,1.0,False
452,"一流 资源共享 共用
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,1.0,False
453,"简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用
",2,2_大赛_教学_中心_联盟,"['大赛', '教学', '中心', '联盟', '发展', '创新', '高校', '全国', '西安交通大学', '榆林']","['黄河流域 大学 联盟 西北地区 高等学校 教师 教学 发展 中心 联盟 宁夏大学 本科生 联合 策划 西安交大 教师 教学 发展 中心 承办\n', '上午 西北地区 高等学校 教师 教学 发展 中心 联盟 黄河流域 大学 联盟 西安交通大学 对口 支援 榆林 学院 新进 教师 能力 培养 训练营 交大 旨在 促进 联盟 内部 高校 优质 教学 教育 资源共享\n', '简介 西安交通大学 教师 教学 发展 中心 教育部 国家级 示范 中心 区域 领域 发挥 示范 引领 联合 相关 高校 发起 西北地区 高等学校 教师 教学 发展 中心 联盟 简称 西北 联盟 一流 区域 教育 共同体 一流 资源共享 共用\n']",大赛 - 教学 - 中心 - 联盟 - 发展 - 创新 - 高校 - 全国 - 西安交通大学 - 榆林,0.9739496346412819,True
